,disgust,negative,sadness,positive,surprise,joy,anticipation,trust,anger,fear,disgust_mean,negative_mean,sadness_mean,positive_mean,surprise_mean,job_mean,anticipation_mean,trust_mean,anger_mean,fear_mean
2559426,"[0, 0, 0, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 3, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 7, 5, 0, 0, 6, 0, 3, 4, 4, 4, 8, 9, 4, 6, 3, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 3, 0, 0, 3, 0, 0, 2, 2, 1, 3, 5, 3, 2, 0, 0, 0, 0, 0]","[0, 0, 0, 2, 0, 3, 3, 0, 0, 7, 0, 0, 3, 3, 1, 3, 4, 4, 3, 3, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 1, 0, 0, 1, 5, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 1, 2, 2, 4, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 2, 3, 0, 0, 5, 0, 0, 2, 2, 1, 3, 3, 5, 3, 3, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 6, 1, 0, 0, 4, 0, 2, 2, 3, 3, 5, 5, 1, 5, 2, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 3, 0, 0, 3, 0, 0, 3, 0, 1, 4, 4, 1, 3, 0, 0, 0, 0, 0]",0.4583333333333333,2.6666666666666665,1.0833333333333333,1.625,0.5,0.25,0.7083333333333334,1.3333333333333333,1.3333333333333333,1.3333333333333333
2559434,"[0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 2, 11, 2, 0, 3, 1, 2, 2, 5, 1, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 6, 1, 0, 2, 1, 0, 1, 3, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 4, 2, 4, 9, 7, 0, 2, 2, 3, 4, 8, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 1, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 1, 3, 10, 6, 0, 2, 1, 2, 2, 4, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 6, 4, 0, 3, 0, 1, 2, 1, 3, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 6, 6, 0, 2, 0, 0, 1, 3, 3, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",0.28,1.4,0.72,1.96,0.24,0.2,0.48,1.48,1.48,1.48
2559444,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 5, 0, 1, 1, 0, 0, 1, 1, 0, 4, 1, 1, 1, 2, 4, 0, 1, 2, 0, 2, 1, 0, 1, 0, 2, 1, 0, 1, 0, 2, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 3, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 2, 1, 1, 1, 2, 0, 0, 3, 0, 2, 2, 0, 0, 1, 3, 2, 1, 1, 1, 2, 0, 0, 1, 1, 2, 2, 0, 0, 0, 2, 1, 2, 1, 2, 1, 1, 0, 0, 0, 1, 1, 2, 2, 1, 2, 2, 1, 5, 0, 1, 1, 1, 0, 0, 0, 2, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 2, 1, 0, 0, 2, 1, 2, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 1, 1, 1, 1, 0, 0, 0, 2, 0, 2, 1, 0, 0, 1, 1, 2, 1, 1, 1, 2, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 2, 3, 0, 1, 1, 1, 0, 0, 0, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 1, 2, 0, 2, 0, 1, 1, 1, 2, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 3, 0, 1, 2, 0, 1, 1, 0, 0, 0, 1, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.07865168539325842,0.6292134831460674,0.2808988764044944,0.8089887640449438,0.1797752808988764,0.12359550561797752,0.3146067415730337,0.550561797752809,0.550561797752809,0.550561797752809
2559452,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 2, 3, 0, 6, 3, 2, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 5, 1, 2, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 6, 3, 10, 1, 1, 0, 0, 0, 0, 1]","[0, 2, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 5, 2, 7, 1, 1, 0, 0, 0, 0, 1]","[0, 3, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 2, 0, 0, 6, 1, 2, 0, 0, 0, 0, 0, 1, 0]",0.14285714285714285,1.2142857142857142,0.5714285714285714,1.7142857142857142,0.35714285714285715,0.21428571428571427,0.35714285714285715,1.3571428571428572,1.3571428571428572,1.3571428571428572
2559456,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 7, 2, 6, 0, 5, 2, 5, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 5, 1, 2, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 3, 3, 4, 0, 1, 6, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 2, 1, 4, 0, 1, 5, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 3, 1, 1, 0, 3, 2, 3, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 3, 1, 2, 0, 1, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0.13636363636363635,1.5,0.6363636363636364,1.2272727272727273,0.13636363636363635,0.13636363636363635,0.18181818181818182,0.9545454545454546,0.9545454545454546,0.9545454545454546
2559464,"[2, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 7, 5, 7, 5, 3, 4, 10, 0, 9, 7, 7, 5, 0, 3, 0, 12, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[6, 4, 3, 5, 2, 1, 2, 5, 0, 6, 4, 5, 2, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 2, 6, 9, 7, 5, 6, 5, 0, 8, 7, 8, 6, 0, 5, 1, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 2, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 2, 0, 2, 0, 0, 1, 3, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 2, 3, 4, 5, 3, 4, 5, 0, 4, 4, 7, 3, 0, 5, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[12, 3, 1, 2, 4, 2, 3, 4, 0, 3, 2, 2, 4, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 3, 3, 6, 1, 2, 3, 3, 0, 6, 5, 5, 3, 1, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.42857142857142855,3.642857142857143,1.7857142857142858,3.5357142857142856,0.32142857142857145,0.42857142857142855,0.6071428571428571,2.4285714285714284,2.4285714285714284,2.4285714285714284
2559468,"[6, 2, 5, 2, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 10, 16, 6, 9, 1, 1, 16, 11, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 4, 9, 3, 4, 0, 0, 8, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 9, 27, 16, 9, 11, 1, 7, 6, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 2, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 1, 2, 4, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 2, 6, 4, 1, 0, 0, 2, 1, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[11, 4, 8, 7, 3, 4, 1, 3, 3, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 4, 7, 5, 4, 1, 1, 10, 7, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 4, 13, 5, 3, 0, 0, 9, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,5.105263157894737,2.789473684210526,6.315789473684211,0.5263157894736842,0.7894736842105263,1.263157894736842,2.5789473684210527,2.5789473684210527,2.5789473684210527
2559482,"[0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 2, 2, 3, 8, 0, 0, 3, 0, 4, 3, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 5, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 5, 4, 1, 0, 0, 5, 0, 2, 3, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 3, 1, 3, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 3, 1, 0, 0, 4, 0, 0, 3, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 2, 1, 3, 0, 0, 0, 0, 2, 2, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 2, 1, 5, 0, 0, 2, 0, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.2608695652173913,1.3478260869565217,0.43478260869565216,1.3478260869565217,0.13043478260869565,0.30434782608695654,0.391304347826087,0.9130434782608695,0.9130434782608695,0.9130434782608695
2559624,"[0, 0, 2, 2, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]","[0, 0, 4, 5, 1, 0, 3, 1, 2, 0, 2, 2, 2, 2, 0, 0, 1, 5, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]","[0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 3, 6, 3, 0, 0, 3, 3, 0, 1, 5, 3, 1, 4, 1, 1, 5, 2, 4, 8, 2, 3, 2, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 4, 2, 0, 0, 3, 0, 0, 1, 5, 2, 0, 2, 1, 0, 3, 0, 4, 6, 0, 2, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 6, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]","[0, 0, 1, 5, 0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]",0.2926829268292683,0.9024390243902439,0.21951219512195122,1.5853658536585367,0.14634146341463414,0.2926829268292683,0.34146341463414637,1.0,1.0,1.0
2559634,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 2, 0, 2, 0, 0, 0, 1, 1, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 8, 4, 2, 0, 0, 7, 4, 0, 6, 0, 3, 2, 3, 0, 0, 5, 0]","[0, 1, 0, 1, 0, 0, 0, 0, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0, 6, 1, 0, 2, 0, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 2, 0, 0, 0, 0, 5, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 2, 5, 3, 2, 0, 0, 6, 3, 0, 4, 0, 3, 2, 3, 0, 0, 1, 0]","[0, 2, 0, 1, 0, 0, 0, 0, 3, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0]","[0, 2, 0, 1, 2, 0, 0, 0, 3, 1, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0]",0.25,0.8,0.35,2.3,0.5,0.75,0.6,1.75,1.75,1.75
2559646,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 5, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 0, 0, 1, 0, 4, 2, 2, 0, 2, 0, 0, 2, 6, 1, 0, 3, 6, 3, 7, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 3, 0, 0, 1, 2, 1, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 7, 14, 7, 5, 0, 6, 0, 0, 3, 11, 2, 0, 3, 8, 7, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 3, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 2, 6, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 1, 2, 1, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 2, 3, 3, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 2, 5, 1, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 2, 6, 7, 6, 3, 0, 1, 0, 0, 1, 6, 1, 0, 1, 7, 4, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 4, 1, 3, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 3, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 4, 1, 1, 0, 1, 0, 0, 2, 3, 0, 0, 1, 2, 0, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.4722222222222222,1.5277777777777777,0.4722222222222222,2.4722222222222223,0.3611111111111111,0.6111111111111112,0.75,1.3888888888888888,1.3888888888888888,1.3888888888888888
2560968,"[0, 0, 2, 0, 1, 3, 0, 2, 0, 2, 0, 2, 0, 0, 3, 1, 0, 1, 4, 0, 2, 1, 0, 0, 3, 2, 1, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]","[0, 0, 5, 2, 3, 5, 0, 7, 1, 3, 1, 4, 0, 0, 3, 2, 0, 2, 9, 2, 3, 3, 0, 0, 6, 2, 1, 10, 1, 3, 1, 0, 1, 3, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 2, 2, 0, 2, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 0, 0, 3, 0, 0, 1, 1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0]","[0, 1, 3, 3, 3, 1, 1, 6, 1, 5, 4, 3, 1, 0, 3, 2, 0, 1, 5, 1, 0, 1, 0, 0, 5, 0, 2, 4, 4, 0, 1, 2, 0, 1, 4, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 2, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 2, 2, 2, 1, 0, 1, 0, 3, 0, 2, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 2, 2, 2, 2, 0, 0, 1, 2, 0, 2, 0, 0, 0, 1, 0, 2, 3, 0, 0, 0, 0, 0, 5, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 1, 0, 2, 3, 3, 0, 0, 2, 0, 0, 1, 3, 1, 0, 1, 0, 0, 3, 0, 2, 2, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 2, 0, 4, 0, 4, 1, 3, 0, 3, 0, 0, 0, 1, 0, 0, 4, 0, 2, 2, 0, 0, 4, 0, 0, 0, 0, 1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 3, 0, 2, 0, 3, 1, 3, 0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 4, 0, 0, 1, 1, 1, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0]",0.9,2.1,0.675,1.725,0.325,0.625,0.75,0.875,0.875,0.875
